sample_id,city,year,stratum,sentence,dict_visible_hits,dict_functional_hits,dict_label,coder1 (visible | functional | mixed | irrelevant),coder2 (visible | functional | mixed | irrelevant),adjudicated,notes
S0319,佳木斯市,2010,none:early,在国家、省委省政府和省直各部门的大力支持下，市委统揽全局，政府、企业、市民并肩携手，共克时艰，形成了全市上下一盘棋，共渡难关保增长的强大合力,0,0,irrelevant,,,,
S0320,太原市,2011,visible:early,加大政务公开力度，成为“全国政务公开示范城市”,1,0,visible,,,,
S0321,江门市,2019,visible:late,实施深化全国文明城市创建工作三年总体方案，推进文明城市创建常态长效，推动台山市、鹤山市创建全国文明城市，开平市创建全国文明城市提名城市，恩平市创建省文明城市，打造珠三角文明城市群示范区,7,0,visible,,,,
S0322,驻马店市,2013,functional:late,强化节能减排和环境保护，加强环境自动监控系统和监测网络建设，全面推进重点领域节能降耗，加快淘汰落后产能，严格环保准入和污染物排放标准，加强水源地保护，完成9个县区污水处理厂升级改造,0,1,functional,,,,
S0323,淮安市,2012,none:early,推进法治淮安建设，认真实施“六五”普法规划，提高法律援助水平，深入创建法治城市,0,0,irrelevant,,,,
S0324,洛阳市,2020,visible:late,实施“五级路成网、绿廊连城乡”三年行动，新建、改建农村公路350公里，推进“四好农村路”全域示范创建，实现市县乡村四级路长全覆盖,1,0,visible,,,,
S0325,鄂尔多斯市,2020,visible:late,全面推进荒漠化地区特色农牧业发展示范创建,2,0,visible,,,,
S0326,鹤岗市,2006,none:early,实施“文化信息资源共享工程”，改造影剧院等文化设施,0,0,irrelevant,,,,
S0327,通化市,2017,none:late,开展中小企业入规升级专项行动，实施企业家素质提升工程,0,0,irrelevant,,,,
S0328,南宁市,2018,none:late,发展实体经济，重点在制造业、难点也在制造业,0,0,irrelevant,,,,
S0329,咸阳市,2017,functional:late,扎实推进中心城市“6+3”工程，启动三年改造提升计划，年度投资79亿元的148个重点城建项目顺利实施，文兴西路、丝路公园等项目先后建成，公交一卡通正式启用，一批地下管廊和停车场启动建设，点亮工程成效明显，夜色中的咸阳更加迷人,0,1,functional,,,,
S0330,济南市,2007,none:early,出口增长18%，外商直接投资增长20%,0,0,irrelevant,,,,
S0331,安阳市,2022,functional:late,全国首创“一保一警一消防”文物安全制度，中国考古大会殷墟专场、电视剧《红旗渠》央视1套黄金时段热播,0,1,functional,,,,
S0332,惠州市,2020,visible:late,扎实推进全国智慧健康养老示范基地建设，做优7个示范镇街,2,0,visible,,,,
S0333,聊城市,2010,none:early,一年来，面对国际金融危机严重冲击，我们认真执行中央、省委省政府和市委的各项决策部署，团结带领全市人民坚定信心、迎难而上、共克时艰，全力保增长、保民生、保稳定，努力推进弯道超越，圆满完成了市十五届人大二次会议确定的经济平稳较快发展、各项事业全面进步、社会保持和谐稳定的任务目标,0,0,irrelevant,,,,
S0334,合肥市,2019,functional:late,提升水电气热等保障能力，完成城市地下综合管廊试点建设任务，加快推进引江济淮工程，开工建设龙河口饮水工程，规划建设巢湖市江水供水工程，实施裕溪一线船闸扩能改造,0,1,functional,,,,
S0335,阜新市,2004,visible:early,阜新国家农业科技园区被批准为国家农产品加工示范区及国家级农业标准化示范区,2,0,visible,,,,
S0336,南宁市,2024,none:late,全年建成使用公办中小学校（幼儿园）30所，新增学位约3.61万个,0,0,irrelevant,,,,
S0337,扬州市,2007,none:early,扩大名牌产品市场规模，提高名牌产品的贡献率,0,0,irrelevant,,,,
S0338,济宁市,2016,visible:late,巩固绿化模范城市创建成果，新增造林15万亩、绿色通道300公里,1,0,visible,,,,
S0339,汕头市,2016,functional:late,继续深化“平安汕头”创建，完善立体化治安防控体系建设，健全维稳应急处突工作机制，不断提高人民群众安全感,0,1,functional,,,,
S0340,韶关市,2018,visible:late,构建优美城市生态景观,1,0,visible,,,,
S0341,安庆市,2017,none:late,加快推进潜山500千伏变电站建设，改造升级农村电网,0,0,irrelevant,,,,
S0342,河池市,2010,none:early,成源要实现年销售收入20亿元以上,0,0,irrelevant,,,,
S0343,长春市,2023,functional:late,改造老旧小区160个、棚户区5000户以上，筹集保障性住房1万套,0,1,functional,,,,
S0344,辽源市,2021,visible:late,我们体会奔跑之苦，更懂得责任之重，与机遇赛跑、与时代同行，为百年辽源跑出新战绩、跑出新风貌,1,0,visible,,,,
S0345,邢台市,2020,none:late,推动科技与产业紧密结合、科技成果深度转化，全社会研发经费支出占GDP比重达到1.05%以上，万人发明专利拥有量达到1.5件以上，规模以上高新技术产业增加值占工业增加值的比重达到20%以上,0,0,irrelevant,,,,
S0346,舟山市,2011,visible:early,深入实施“十百千万”工程，继续抓好嵊泗中心渔港扩建、大衢渔港等工程，加快建设渔港经济区，建成万亩生态高效养殖示范基地,1,0,visible,,,,
S0347,周口市,2007,functional:early,中心城区内新铺设天然气管网40公里，实现新增用户1.5万户,0,2,functional,,,,
S0348,伊春市,2019,none:late,加强饮用水水源地保护区规范化建设,0,0,irrelevant,,,,
S0349,邯郸市,2024,mixed:late,主城区启动实施33条断头路畅通工程，重点打造“四横四纵一外环”高品质路网和11个精品片区，整治提标100条小街巷，深度治理、全面提升368个改造不彻底老旧小区，新增城市供热能力2000万平方米，对各类广告和标语统一规范管理，增设停车位2.5万个，实施龙湖公园、滏阳河两侧照明设施改造提升，打造4个出入市口夜景新地标，建设高品质现代化中心城区,1,1,mixed,,,,
S0350,三门峡市,2021,none:late,培育提升消费潜力,0,0,irrelevant,,,,
S0351,鄂州市,2020,functional:late,加强公共检验检测体系建设，强化食品、药品监管，保障群众饮食用药安全,0,1,functional,,,,
S0352,七台河市,2009,functional:early,四川汶川发生特大地震后，全市人民弘扬“一方有难，八方支援”的抗震救灾精神，共捐赠款物近2000 万元，各级财政支援剑阁县资金859 万元,0,1,functional,,,,
S0353,杭州市,2013,functional:late,（7）推行智慧医疗和卫生应急培训,0,1,functional,,,,
S0354,鞍山市,2024,functional:late,更新地下管网494.7公里，老旧灰口铸铁燃气管网安全隐患全部消除,0,4,functional,,,,
S0355,宿州市,2019,visible:late,成功创建省级服务业集聚区、集聚示范园区各1家，宿州吾悦广场等项目开工建设,1,0,visible,,,,
S0356,银川市,2022,none:late,持续改进文风会风，切实为基层减负,0,0,irrelevant,,,,
S0357,崇左市,2021,functional:late,在此，我谨代表市人民政府，向全市各族人民，向人大代表、政协委员，向各民主党派、工商联、无党派人士、各人民团体，向驻崇左人民解放军、武警部队官兵、消防救援队伍，向所有关心支持崇左改革与发展的社会各界，表示崇高的敬意和衷心的感谢,0,1,functional,,,,
S0358,三明市,2012,mixed:early,把农林水利、“四绿”工程、城镇美化、造福工程、饮水安全、防灾减灾、旅游等领域的项目纳入战役统筹实施,1,1,mixed,,,,
S0359,邵阳市,2010,none:early,我省加快推 行“四化两型”战略 ，加大对包括我市在内的大湘西地区的开发扶持力度,0,0,irrelevant,,,,
S0360,长治市,2007,none:early,深入开展治理商业贿赂专项工作，坚决查办违法违纪案件，坚决纠正损害群众利益的不正之风,0,0,irrelevant,,,,
S0361,厦门市,2003,functional:early,整治湖边水库周边环境，完成同安污水处理工程建设,0,1,functional,,,,
S0362,宜宾市,2017,visible:late,加大城市修补力度，推进城市亮化、净化、美化工程，进一步疏解老城人口、完善城市功能，促进老城区建筑物、街道立面、城市绿化和色彩环境更加协调、更加优美,4,0,visible,,,,
S0363,河池市,2004,visible:early,要以“城市主道、市场建设、旧城改造、城市绿化”为主要内容，掀起城市建设高潮,1,0,visible,,,,
S0364,青岛市,2018,visible:late,以扎实有效的措施和办法，抓好面向国内外的城市综合营销，讲好青岛故事，讲全青岛优势，讲足青岛能力，彰显青岛形象,1,0,visible,,,,
S0365,石嘴山市,2009,visible:early,必须始终抓住生态建设这个战略举措不放松，把水景观做成西北一流，把大绿化做成西部一流,2,0,visible,,,,
S0366,邯郸市,2005,visible:early,努力挖掘历史文化内涵，超前编制城市景观、主要街区广告等规划，打造城市文化品牌,1,0,visible,,,,
S0367,广州市,2005,functional:early,城乡防灾减灾工程建设取得阶段性成果,0,1,functional,,,,
S0368,固原市,2024,mixed:late,“互联网+城乡供水”经验在联合国水大会上交流，西吉荣获国家水土保持示范县，隆德渝河治理入选全国第二批美丽河湖优秀案例，六盘山自然保护区被命名为首批全国林草科普基地,2,1,mixed,,,,
S0369,黄石市,2023,functional:late,5.改造二次供水泵房66座、老旧供水管网85公里，为23.5万人解决水压水质问题,0,3,functional,,,,
S0370,衡水市,2021,mixed:late,实施滏阳河清淤、西北外环拓宽等基础设施项目，启动建市以来最大规模排水系统改造，被评为全省雨污分流示范城市,1,2,mixed,,,,
S0371,崇左市,2014,none:late,主动融入广西建设 “ 新的战略支点 ” 大格局，用足用好用活国家加快沿边地区开发开放政策，加快推进南宁 — 崇左 — 凭祥对外开放经济带建设，积极搭建开发开放新平台,0,0,irrelevant,,,,
S0372,呼和浩特市,2019,none:late,当前和今后一个时期，我国就业总量压力不减、结构性矛盾凸显，新的影响因素还在增加，必须把就业摆在更加突出位置,0,0,irrelevant,,,,
S0373,南京市,2012,functional:early,完成50公里长江干堤防洪能力提升工程，完成水阳江和滁河防洪治理工程，做好中小河流治理、水库除险加固等水利建设项目，全面提升防御洪涝灾害的能力,0,3,functional,,,,
S0374,抚州市,2017,visible:late,加快现代农业示范园区建设,1,0,visible,,,,
S0375,通辽市,2011,functional:early,继续推进主要污染物总量减排和环境综合整治工作，加快城镇污水、垃圾处理和燃煤电厂脱硫脱硝设施建设，推广使用清洁能源,0,1,functional,,,,
S0376,北京市,2021,visible:late,国家服务业扩大开放综合示范区和中国(北京)自由贸易试验区建设全面启动,1,0,visible,,,,
S0377,鸡西市,2018,functional:late,完成燃气企业整合并购，中燃永久场站完工，英联燃气永久场站竣工供气,0,2,functional,,,,
S0378,苏州市,2024,visible:late,稳定扩大传统消费，培育壮大新型消费，打造“苏州购物”品牌，争创全国放心消费示范城市,1,0,visible,,,,
S0379,中山市,2021,none:late,6．“同线同标同质”：是指出口企业在同一条生产线上，按相同标准生产，使供应国内和国际市场的产品达到相同质量水准,0,0,irrelevant,,,,
S0380,北京市,2010,visible:early,切实抓好中关村国家自主创新示范区建设,1,0,visible,,,,
S0381,马鞍山市,2020,functional:late,开展多层住宅增设电梯试点,0,1,functional,,,,
S0382,阳泉市,2023,none:late,谋划实施一批广阳路经济带重点项目,0,0,irrelevant,,,,
S0383,本溪市,2022,visible:late,本桓（宽）高速公路项目完成动迁核量工作，古城机场、“生活秀带”示范区和新型建筑材料产业园等项目前期工作取得阶段性进展,1,0,visible,,,,
S0384,惠州市,2005,none:early,全力支持政协和各民主党派、工商联、无党派人士和人民团体参政议政，认真听取人民群众意见和建议，民主决策机制进一步完善,0,0,irrelevant,,,,
S0385,来宾市,2023,none:late,三大潜力：开放合作潜力、资源开发潜力、新型城镇化潜力,0,0,irrelevant,,,,
S0386,长治市,2007,none:early,三是关心帮助农村特困群众生活，为6.45万农村低保对象年人均补助360元，为1.3万农村五保对象按标施保,0,0,irrelevant,,,,
S0387,镇江市,2004,none:early,规范企业用工行为，严厉查处拖欠职工工资特别是民工工资等违法行为,0,0,irrelevant,,,,
S0388,眉山市,2007,none:early,积极稳妥推进粮食流通体制改革,0,0,irrelevant,,,,
S0389,广州市,2004,functional:early,加强对非典、禽流感疫情传播的防控力度，健全公共卫生事件应急处理机制、疾病预防控制体系和卫生执法监督体系，建立各种突发公共卫生事件预警和报告系统,0,1,functional,,,,
S0390,丹东市,2023,functional:late,抓好港城建设，提升改造东港旧城区治理等城市更新项目，加快推进三湾水库东港输水管网、环城燃气管网、东港体育场、智慧交通等项目，进一步优化城区功能布局，促进港城能级跃升,0,3,functional,,,,
S0391,陇南市,2008,visible:early,加大农业综合开发力度，提高农业综合效益，在白龙江、白水江川坝河谷地带建设农业特色产业开发万元田示范区，西汉水流域建成农业特色产业综合开发示范区，嘉陵江流域建成高效优质农业特色产业示范区，全市建成“万元田”10万亩、“多千田”45万亩，千方百计增加农民收入,3,0,visible,,,,
S0392,威海市,2008,visible:early,积极调整种植业结构，建成农业科技示范区和基地62万亩，新增农业标准化生产基地10万亩,1,0,visible,,,,
S0393,许昌市,2004,none:early,东城区开发步伐加快，全年进区项目103个，完成投资12.1亿元，三纵五横道路网基本形成，三纵三横水系工程已开工建设,0,0,irrelevant,,,,
S0394,滁州市,2012,visible:early,以建设区域性中心城市为目标，完善主城区规划，在老城区和市经济技术开发区之外，重点完善布局市本级、琅琊、南谯三大政务区，科教园、高铁站、琅琊山旅游区三大功能区，琅琊开发区、市集中示范园和苏滁现代产业园三大工业区,1,0,visible,,,,
S0395,芜湖市,2011,functional:early,开工建设青弋江分洪道工程，实施农村安全饮水、水库除险加固、重点泵站建设、河流湖泊综合治理等工程，加强农田水利基本建设，增强防汛抗旱能力,0,1,functional,,,,
S0396,台州市,2012,none:early,省内基本医疗保险异地就医联网结算平台建成,0,0,irrelevant,,,,
S0397,三亚市,2006,none:early,要坚持以 实现好人民群众的根本利益为所有工作的 出发点，全力维护群众切身利益,0,0,irrelevant,,,,
S0398,中卫市,2011,visible:early,建成中宁红梧山万亩现代有机枸杞节水示范基地和海原高崖乡自治区级旱作高效节水农业示范区,2,0,visible,,,,
S0399,鹰潭市,2013,visible:late,信江新区路网已经成型，鹰潭一中新校区投入使用，高铁北站、市行政服务中心、滨江景观工程等重点项目稳步推进，信江新区完成征地1.4万亩，净地交付1.2万亩，拆迁面积38.6万平方米,1,0,visible,,,,
S0400,永州市,2013,mixed:late,加快永州国家农业科技园建设，年内完成农产品加工物流园、污水处理厂等项目建设，新引进10个以上重大项目，启动实施万亩高标准油茶示范基地建设，完成万亩蔬菜示范基地建设,2,1,mixed,,,,
S0401,乐山市,2006,none:early,认真开展普法教育，深入推进 法律援助工作,0,0,irrelevant,,,,
S0402,武威市,2010,none:early,（九）高度重视和改善民生，加快社会事业发展,0,0,irrelevant,,,,
S0403,温州市,2019,visible:late,深入推进养老服务业综合改革、医养结合等国家试点，建成示范型居家养老服务中心35个，新增养老机构床位5000张,1,0,visible,,,,
S0404,太原市,2010,mixed:early,建筑领域绿色转型取得重要进展，建筑节能改造82.5万平方米，获得第一批“国家可再生能源建筑应用示范城市”荣誉，争取到国家每年1.6亿元的资金支持,1,1,mixed,,,,
S0405,鄂州市,2013,visible:late,严控违法建设，整治脏乱差，确保市容整洁有序,1,0,visible,,,,
S0406,三亚市,2018,visible:late,"以“多规合一”为引领,积极开展城市设计工作,加强规划审批和后续监管,确保规划设计要求落实到位,逐步形成具有三亚特色的城市风貌",1,0,visible,,,,
S0407,本溪市,2007,none:early,城镇实现就业再就业人员8.7万人，其中稳定就业5.3万人,0,0,irrelevant,,,,
S0408,安阳市,2021,none:late,坚持以改革破难题、提效能，部分区域管理范围、管理体制深入调整，政府机构改革顺利实施，国有企业、省属企业提前实现“四供一业”剥离，市属企业“60+3+4”改革全面完成，“营改增”、商事制度等776项改革任务有序完成，一批制约经济社会发展的体制机制障碍得到有效破解,0,0,irrelevant,,,,
S0409,信阳市,2010,mixed:early,大力加强农田水利基本建设，抓好大中型灌区续建、末级渠系配套和排涝设施建设，加快中低产田改造，抓好高标准粮田和万亩高产创建示范区建设，增强粮食综合生产能力,1,1,mixed,,,,
S0410,镇江市,2024,functional:late,智慧消防“陵口模式”在全省推广,0,1,functional,,,,
S0411,厦门市,2012,functional:early,厦漳跨海大桥、厦安高速、厦成高速等一批同城化重点项目顺利推进，九龙江北溪引水左干渠二期改造工程基本建成，向厦门供水的长泰枋洋水库获国家批准,0,1,functional,,,,
S0412,南阳市,2012,visible:early,加大环境保护力度，建设治污防护带，提高污染防治水平，全面创建南阳国家生态文明示范市，实现经济社会发展与生态环境保护有机统一,1,0,visible,,,,
S0413,天津市,2019,mixed:late,积极开展农村生活污水、垃圾等专项整治，建成美丽村庄150个,1,1,mixed,,,,
S0414,南京市,2009,functional:early,高度重视安 全生产和消防工作,0,1,functional,,,,
S0415,南阳市,2023,none:late,让我们高举习近平新时代中国特色社会主义思想伟大旗帜，在省委、省政府和市委的坚强领导下，砥砺初心使命，接续拼搏实干，奋进新征程，携手向未来，努力为南阳发展书写更多精彩、留下更多印记，勇毅向着“建强副中心，奔向新辉煌”的宏伟目标迈进，为建设现代化河南、实现中原更加出彩贡献南阳智慧和力量,0,0,irrelevant,,,,
S0416,濮阳市,2020,functional:late,深化河湖长制，实施城镇污水处理、河流清洁、黑臭水体治理、水源地保护等行动和项目，实现考核断面全部达标,0,1,functional,,,,
S0417,佛山市,2007,none:early,政府自身建设不断增强,0,0,irrelevant,,,,
S0418,聊城市,2009,functional:early,"继续搞好农村通自来水工程,新增10万农村人口用上自来水,自来水通水率达到90%以上",0,3,functional,,,,
S0419,长治市,2019,mixed:late,学习推广浙江“千村示范、万村整治”经验，以“净、绿”为抓手，实施拆违治乱、乡村绿化、垃圾治理、污水治理、厕所革命、卫生乡村六大专项行动，全面启动“百村示范、千村整治”工程，完成500个示范村绿化、200个村生活垃圾分类处理、50个村污水集中治理、9.1万座农村改厕任务,5,2,mixed,,,,
S0420,鹤壁市,2016,none:late,四是深化农村改革,0,0,irrelevant,,,,
S0421,景德镇市,2009,visible:early,完善文化遗产保护机制，开展第三次文物普查，提高文物展示、交流和利用效率,1,0,visible,,,,
S0422,滨州市,2013,visible:late,突出抓好沿黄高效生态农业示范带建设，全力打造国家级现代农业示范区,2,0,visible,,,,
S0423,肇庆市,2018,functional:late,统筹防灾减灾救灾工作,0,1,functional,,,,
S0424,吉安市,2018,functional:late,探索开发长租公寓、共有产权住房，落实“租购同权”輦輯訛，培育住房租赁企业，新开工改造棚户区20280套，加快建立多主体供给、多渠道保障、租购并举的住房制度,0,1,functional,,,,
S0425,石嘴山市,2017,functional:late,牢固树立安全发展理念，严格落实安全生产责任制，按照“党政同责、一岗双责、齐抓共管、失职追责”的要求，强化重点行业、重点领域安全隐患排查和专项治理，坚决遏制重特大事故发生，确保人民群众生命财产安全,0,1,functional,,,,
S0426,邵阳市,2010,functional:early,提高农业综合生产能力— — — 全面完成44座病险水库除险加固任务,0,1,functional,,,,
S0427,九江市,2006,mixed:early,充分保护好九江原汁原味的生态环境和自然景观，继续推进天然林保护、退耕还林、水土流失治理和湿地保护等生态工程，全市城镇绿化率达到４０％，中心城市每年新增绿地６０万平方米，人均公共绿地达到８平方米以上，净增森林面积１５０万亩，森林覆盖率达到５２％，治理水土流失面积１５０万亩，工业固体废弃物综合处理率达到９６％，中心城市生活污水集中处理率超过７０％，生活垃圾无害化处理率达到１００％，中心城市空气质量达到国家二级标准,2,1,mixed,,,,
S0428,宣城市,2009,none:early,市本级和各县(市、区)通过抓开发区建设，大力推进工业化进程,0,0,irrelevant,,,,
S0429,唐山市,2006,functional:early,适应经济社会发展需要，建立健全各种应急机制，提高政府保障公共安全、应对和处置突发事件的能力,0,1,functional,,,,
S0430,呼伦贝尔市,2018,visible:late,今后五年政府工作的总体要求：全面贯彻党的十九大精神，以习近平新时代中国特色社会主义思想为指导，深入落实自治区第十次党代会和市第四次党代会精神，坚持稳中求进工作总基调，践行新发展理念，按照高质量发展的要求，统筹推进“五位一体”总体布局，协调推进“四个全面”战略布局，以供给侧结构性改革为主线，统筹推进稳增长、促改革、调结构、惠民生、防风险各项工作，全力推动质量变革、效率变革、动力变革，坚决打好防范化解重大风险、精准脱贫、污染防治三大攻坚战，坚决守好发展、生态和民生三条底线，加快美丽发展、转型升级，扩大开放，强化创新，决胜全面建成小康社会，努力开创呼伦贝尔现代化建设的新局面,1,0,visible,,,,
S0431,阜阳市,2024,none:late,（六）全力以赴深化改革开放，增强发展动力和活力,0,0,irrelevant,,,,
S0432,西安市,2010,none:early,实施“农村母亲健康工程”，农村已婚育龄妇女免费健康检查覆盖面达95.5%,0,0,irrelevant,,,,
S0433,湛江市,2024,none:late,壮大绿色钢铁产业集群，推进宝钢湛江钢铁零碳高等级薄钢板工厂项目建设，完善钢铁产业园区配套设施,0,0,irrelevant,,,,
S0434,南通市,2006,none:early,继续做好扶贫和老区开发工作,0,0,irrelevant,,,,
S0435,宜昌市,2011,none:early,坚持用规划引导调整，用政策激励调整，三次产业协调发展,0,0,irrelevant,,,,
S0436,拉萨市,2007,visible:early,城市新区，确保扩大绿化面积，大力发展 现代新型高层建筑,1,0,visible,,,,
S0437,赣州市,2011,functional:early,建立安全生产长效机制，加强生产、消防、交通等领域的安全监管,0,1,functional,,,,
S0438,新余市,2016,mixed:late,抓好污水管网改造和排水管网隐患排查，全面完成廖家江改道工程，改造廖家江、贯早江水渠景观,1,4,mixed,,,,
S0439,六安市,2010,none:early,围绕构建与产业发展相适应的生产服务体系，大力发展现代物流、科技信息、通讯网络、商务金融等生产服务业,0,0,irrelevant,,,,
S0440,湖州市,2011,mixed:early,"加快           3 个省级国际服务外包示范园区建设，
推动数据灾备应急、生物医药研发等产业加快发展",1,1,mixed,,,,
S0441,河池市,2011,visible:early,六是风貌改造工程：规划实施龙江河综合整治、金城江公园东入口景观风貌改造,3,0,visible,,,,
S0442,淄博市,2005,functional:early,加快城市污水处理厂建设步伐，日污水处理能力达到54万吨,0,2,functional,,,,
S0443,镇江市,2017,none:late,"三、2017年的主要任务

　　今年是党的十九大召开之年，是供给侧结构性改革的深化之年，是全面落实市党代会部署的开局之年，也是新一届政府履职的第一年",0,0,irrelevant,,,,
S0444,抚州市,2014,none:late,出口总额增长8%，达到13.5亿美元,0,0,irrelevant,,,,
S0445,太原市,2006,functional:early,对能耗、物耗、水耗高和污染排放严重的重点企业强制实施技术改造，对年排水量30万吨以上企业实施废水“零排放”工程，对高污染行业实施全行业清洁生产强制审核,0,1,functional,,,,
S0446,白银市,2007,functional:early,完成农村中小学危房改造4.2万平方米,0,1,functional,,,,
S0447,连云港市,2008,mixed:early,突出抓好城镇和工业园区污水处理厂、城市污泥焚烧处理等重点污染减排项目，开展污染源普查，加强农业面源污染防治，实施城市水环境、集中式饮用水源地整治，推进云台山景观生态林建设工程，全市林木覆盖率提高1个百分点,1,1,mixed,,,,
S0448,池州市,2009,none:early,扶持和规范各类社会组织发展,0,0,irrelevant,,,,
S0449,苏州市,2010,visible:early,相城区被评为全国中医药特色社区服务示范区,1,0,visible,,,,
S0450,桂林市,2023,functional:late,持续推动国家积极应对人口老龄化重点联系城市建设工作，实施居家和社区养老服务提升行动，建成标准化街道综合养老服务中心10个，完成特殊困难老年人家庭适老化改造3000户,0,1,functional,,,,
S0451,淄博市,2023,mixed:late,启动火车站北广场片区城市更新，推进19个棚户区和46个老旧小区改造，列入省台账的美丽宜居乡村建设任务全面完成,1,1,mixed,,,,
S0452,福州市,2020,functional:late,深化工业、机动车等污染源综合治理，健全臭氧污染应急响应机制,0,1,functional,,,,
S0453,厦门市,2008,visible:early,"（八）推动文化大发展大繁荣，持续创建全国文明城市

　　繁荣发展文化事业",1,0,visible,,,,
S0454,绍兴市,2009,visible:early,加大袍江新区整合提升力度，积极申报国家经济技术开发区，深入创建国家生态工业示范区，加快推进国际汽车城、物流基地等建设,1,0,visible,,,,
S0455,肇庆市,2011,functional:early,力争完成西气东输二期工程肇庆段、省天然气管网工程肇庆段建设,0,2,functional,,,,
S0456,汉中市,2005,functional:early,妥善处理好各种利益关系，建立预警和应急机制，确保公共安全和突发事件的有效处置,0,1,functional,,,,
S0457,鄂州市,2021,functional:late,完善常态化科学精准防控和局部应急处置相结合的工作机制,0,1,functional,,,,
S0458,重庆市,2024,visible:late,提升中心城区发展能级，强化产业引领、科技创新、门户枢纽、综合服务等核心功能，规划建设一批具有辨识度的重点功能区，优化城市形态、自然生态和滨江业态，保护城市天际线、山脊线、水岸线，规划控制景观视廊和建筑形态，加强街头小景和小微空间设计，增强城市的时代性和现代感,3,0,visible,,,,
S0459,攀枝花市,2022,none:late,2020年，米易县草场镇龙华村入选四川治理有效名村，米易县撒莲镇禹王宫村入选四川改革创新名村,0,0,irrelevant,,,,
S0460,深圳市,2012,none:early,我们突出简约简朴，场馆设施能改不建、能修不换、能租不买、能借不租，实现了赛时保障、后续运营和城市长远发展需求的有机结合,0,0,irrelevant,,,,
S0461,鹰潭市,2022,mixed:late,全国文明城市创建深入推进，大力开展城乡环境综合整治，鹰西南北通道、五道口提升改造等项目竣工，棚户区改造开工4240套，老旧小区改造完成18个，中心城区新增停车位4000个,1,1,mixed,,,,
S0462,六盘水市,2014,functional:late,牢固树立安全发展理念， 强化底线意识、红线意识和忧患意识，严格落实安全生产责任制，加强安全生产工作考核权重，突出抓好煤矿、道路交通、消防安全、食品药品等领域和行业的大排查、大整治、大防范，从严管控、从严处罚、从严追究，做到“全覆盖、零容忍、严执法、重实效”， 确保安全生产形势稳定向好,0,1,functional,,,,
S0463,长春市,2010,functional:early,加快改造高危燃气管网，推广加油（气）站阻隔防爆技术，加强防震减灾基础设施建设，提升城市安全保障能力,0,2,functional,,,,
S0464,佛山市,2023,none:late,"一、2022年工作回顾
　　2022年是党的二十大召开之年，也是本届政府履职的开局之年",0,0,irrelevant,,,,
S0465,朝阳市,2022,none:late,把抓落实作为政府工作的“生命线”，深化调研、提升本领，只争朝夕、埋头苦干，不当评论家，争做实干者，主动想事、谋事、干事,0,0,irrelevant,,,,
S0466,潮州市,2005,functional:early,逐步治理城市排水系统,0,1,functional,,,,
S0467,宣城市,2015,visible:late,绩溪入选全省首批电子商务进农村综合示范县,1,0,visible,,,,
S0468,佳木斯市,2014,functional:late,扩大城市供气规模，新安装天然气居民用户1.2万户,0,1,functional,,,,
S0469,唐山市,2008,mixed:early,五年间，累计投资500多亿元，相继完成了城乡路网、城市供水、污水处理、集中供热、燃气输配和城市绿化美化亮化等一批重点工程，城市功能不断完善,3,4,mixed,,,,
S0470,北京市,2015,functional:late,加快中心城棚户区和文保区改造，启动实施天坛周边简易楼、前门东区、菜园街和光源里等重点项目，务必取得突破性进展,0,1,functional,,,,
S0471,长治市,2005,mixed:early,抓好煤气主管网复线工程和集中供热二期工程建设，搞好市区主要街道建筑物的穿靴戴帽工程和主要街区、高层建筑的亮化工程,1,2,mixed,,,,
S0472,泸州市,2008,functional:early,加强城市垃圾处置和生活污水处理监督和管理，加快区县污水处理厂建设，做好二道溪、泸县、古蔺等5个污水处理厂建设项目前期工作,0,3,functional,,,,
S0473,株洲市,2012,visible:early,云龙示范区华强方特欢乐世界建成开园，职教大学城已有7所院校入园，2所院校建成开学，云龙大道基本建成，华强路、云峰大道（复线）、迎宾大道建成通车，“生态城、科教城、旅游城”初具规模,1,0,visible,,,,
S0474,芜湖市,2012,none:early,建设9个110千伏以上输变电工程项目,0,0,irrelevant,,,,
S0475,佳木斯市,2011,none:early,深入实施环境质量提升工程，加大对水域、大气、噪音等污染的监控和综合整治，努力改善区域生态环境质量,0,0,irrelevant,,,,
S0476,榆林市,2010,functional:early,严格落实安全责任追究制度，深入开展安全专项整治、安全质量标准化和安全生产文化建设，强化各级政府监管责任和企业主体责任，健全应急救援体系，预防和杜绝重特大事故的发生，创建本质安全型社会,0,1,functional,,,,
S0477,曲靖市,2017,functional:late,建成风电场7座、输变电工程11项、输电线路171.8公里、城市天然气管网84.7公里，中心城区新增天然气用户1.9万户,0,3,functional,,,,
S0478,本溪市,2012,functional:early,强化应急能力建设,0,1,functional,,,,
S0479,聊城市,2007,functional:early,以“四河一湖”碧水行动为重点，推动重点流域污染防治，全面完成聊城市第二污水处理厂等5座污水处理厂建设,0,2,functional,,,,
S0480,葫芦岛市,2006,visible:early,以县域经济为载体，按照“生产发展、生活宽裕、乡风文明、村容整洁、管理民主”的要求，搞好社会主义新农村建设，城镇化率达到40％以上,1,0,visible,,,,
S0481,鹤岗市,2017,functional:late,改造老旧供热管网61公里，全市集中供热能力达到2480万平方米,0,3,functional,,,,
