sample_id,city,year,stratum,sentence,dict_visible_hits,dict_functional_hits,dict_label,coder1 (visible | functional | mixed | irrelevant),coder2 (visible | functional | mixed | irrelevant),adjudicated,notes,gemini,chatgpt,deepseek,ensemble_majority,n_agree
S0253,白城市,2003,visible:early,市区集中抓好十大工程（139件实事）：一是道路工程,1,0,visible,,,,,visible,visible,visible,visible,3
S0254,运城市,2004,none:early,继续完善城镇职工基本医疗保险制度，健全社会医疗救助和多层次的医疗保障体系,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0255,廊坊市,2005,functional:early,印包设备、中国渔具、体育用品、国际家具、麻醉药品、国际石油天然气管道设备、消防技术与产品和“5·18”河北省经贸洽谈会、“10·18”中国农交会等九大会展，以及1500个会议的成功举办，“中国优秀旅游城市”的正式授牌，标志着廊坊会展旅游业进入了跨越式发展阶段,0,1,functional,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0256,苏州市,2008,functional:early,建立食品药品监管网络，规范食品药品市场秩序，市民饮食、用药安全得到保障,0,1,functional,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0257,玉溪市,2020,none:late,但我们也应该看到，我国经济稳中向好、长期向好的基本趋势没有改变，随着国家和省一系列重大战略决策部署的实施，我市高质量发展的积极因素不断累积，新的竞争优势正在形成,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0258,平顶山市,2010,none:early,19座中小型水库除险加固工程基本完工，北汝河治理汝州示范段开工建设,0,0,irrelevant,,,,,functional,functional,functional,functional,3
S0259,衢州市,2018,visible:late,全面加强城市管理，以全国文明城市提名为新起点，开展文明城市创建新一轮“十大专项整治”，推进国际花园城市和可持续发展国际示范城市建设,1,0,visible,,,,,visible,visible,visible,visible,3
S0260,焦作市,2003,none:early,扩大投资是拉动经济增长的首要因素，要加快发展，实现提前翻两番的目标，就必须把扩大投资放在经济工作的突出位置,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0261,菏泽市,2009,none:early,积极推进菏泽医专新校区、菏泽职业技术学院一期和菏泽家政职业学院二期工程建设进度,0,0,irrelevant,,,,,irrelevant,visible,irrelevant,irrelevant,2
S0262,桂林市,2009,none:early,各项事业加快发展，社会保持和谐稳定,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0263,拉萨市,2017,mixed:late,"加快基础设施建设，推 进城市停车场、19 条市政道路、滨河路等重点工程和堆龙新 区、墨竹新区建设，加快棚户区改造和自来水、电力、污水 处理、拉萨河综合整治项目，建成柳东大桥、拉萨至林芝高
- 11 -
等级公路，推进S5线拉萨至山南快速通道、东环路等项目建 设，积极对接拉萨至那曲高等级公路建设，改造升级农村公 路 800 公里以上",1,1,mixed,,,,,mixed,mixed,mixed,mixed,3
S0264,重庆市,2005,visible:early,全面完成“峰会”建设项目，加快城市道路改造步伐，推进实施一批山水园林城市工程和灯饰工程项目,2,0,visible,,,,,visible,visible,visible,visible,3
S0265,广元市,2021,functional:late,农村生活垃圾、污水有效处理率、户用卫生厕所普及率分别达92%、60%、85%,0,1,functional,,,,,functional,functional,functional,functional,3
S0266,吉安市,2014,none:late,改善农村办学条件，实施1000个学校标准化建设项目,0,0,irrelevant,,,,,irrelevant,visible,irrelevant,irrelevant,2
S0267,九江市,2012,visible:early,105国道（环庐山段）等区间通道和九码快速通道建成通车，九江县对接八里湖新区“两纵两横”路网等项目快速推进，大九江20分钟城市圈交通框架基本成型,1,0,visible,,,,,visible,visible,visible,visible,3
S0268,张掖市,2017,visible:late,紧抓产业结构布局、能耗减排、道路扬尘和机动车尾气排放等关键环节，建立大气环境污染物监测预警网络，推动大气污染防治向多因子、全方位、区域协同控制转变，力保优良天数达标,1,0,visible,,,,,irrelevant,irrelevant,functional,irrelevant,2
S0269,青岛市,2010,functional:early,新建排水管网265公里，投资额超过前十年总和,0,2,functional,,,,,functional,functional,functional,functional,3
S0270,常州市,2008,functional:early,对化工、印染、冶金、造纸等重污染行业及城镇污水处理厂实施提标，完成已建成污水处理厂的提标改造,0,2,functional,,,,,functional,functional,functional,functional,3
S0271,金昌市,2020,visible:late,不断强化祁连山水源涵养保护，积极配合做好祁连山国家公园体制试点工作，切实抓好芨芨泉省级自然保护区生态环境保护,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0272,南宁市,2006,functional:early,投资2.78亿元建成三津水厂一期工程、埌东加压站3万立方米/日扩建工程，完成管网改造50.24公里，新增供水管网62公里，日供水能力达119.50万立方米,0,4,functional,,,,,functional,functional,functional,functional,3
S0273,吕梁市,2024,functional:late,深入推进城市生命线安全工程，实施老旧管网更新改造，大力提升排水防涝能力,0,2,functional,,,,,functional,functional,functional,functional,3
S0274,南通市,2016,functional:late,教育公平取得重要进展，5所高校升格更名，卫生、文化、体育等公共服务资源有效覆盖面稳步提高，养老服务形成“9073”格局，引江区域供水实现乡镇全覆盖,0,1,functional,,,,,functional,functional,functional,functional,3
S0275,白银市,2020,functional:late,抓好黄河及祖厉河、金沟河等流域综合治理，加快推进引洮二期会宁农业灌溉、靖远刘川节水高效农业管网二期、永泰川灌溉饮水等工程，谋划推动实施黄河之滨十大名镇、湿地修复保护、盐碱侵蚀区治理等重大项目，建设高标准农田33万亩，水土保持综合治理120平方公里，确保黄河长久安澜,0,1,functional,,,,,functional,mixed,functional,functional,2
S0276,运城市,2014,mixed:late,严格落实安全生产“两个主体”责任，切实抓好煤矿、非煤矿山、尾矿库、消防、防汛、道路交通、森林防火、危险化学品、烟花爆竹、民爆物品等领域以及学校、商场等人员密集场所的安全隐患排查治理,1,1,mixed,,,,,irrelevant,functional,functional,functional,2
S0277,酒泉市,2024,mixed:late,高标准建设新城三期，路网、管网等基础设施更加完善，各类城市功能项目布局更加合理,1,1,mixed,,,,,mixed,mixed,mixed,mixed,3
S0278,本溪市,2022,mixed:late,贯彻落实新《安全生产法》，扎实做好安全生产、公共安全、消防安全、城镇燃气安全、道路交通安全、食品药品安全、校园安全、森林防火、防汛抗旱等工作，全市安全形势总体平稳,1,1,mixed,,,,,irrelevant,functional,functional,functional,2
S0279,郑州市,2009,visible:early,加快推进郑汴一体化，郑开大道建成通车，郑州和开封在公交、电信、旅游、商务等方面加快了融城步伐，郑汴产业带规划加快实施,1,0,visible,,,,,visible,visible,visible,visible,3
S0280,漳州市,2017,visible:late,开展道路交通安全综合整治三年提升工程，整治城区“十大”交通乱象,1,0,visible,,,,,irrelevant,irrelevant,visible,irrelevant,2
S0281,苏州市,2018,functional:late,农村生活污水治理三年行动计划顺利收官，治理率超过80%,0,1,functional,,,,,functional,functional,functional,functional,3
S0282,临汾市,2015,functional:late,加强农田水利基本建设，扎实推进我市“小水网”建设，加快西山沿黄提灌工程，完成引沁入汾浮山供水工程输水干线10.56公里建设,0,1,functional,,,,,functional,functional,functional,functional,3
S0283,菏泽市,2012,none:early,只要我们坚定信心、振奋精神，抓住机遇、乘势而上，就一定能够战胜任何困难挑战，就一定能够跨越赶超、后来居上，就一定能够实现打造区域科学发展高地的宏伟目标,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0284,常德市,2013,functional:late,增强防灾减灾意识，抓好防汛抗旱、动植物防疫和森林防火工作,0,1,functional,,,,,functional,functional,functional,functional,3
S0285,亳州市,2006,none:early,进一步放宽准入领域，简化审批程序，降低创业门槛，形成有利于创业的人文环境、行政环境和执法环境,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0286,安阳市,2022,functional:late,改造老旧小区290个，新建续建市政工程30个，加快建设市政污水处理中心、城市公共供水管网、燃气管道更新改造等项目，新增用热入网面积50万平方米,0,4,functional,,,,,mixed,functional,mixed,mixed,2
S0287,铜陵市,2010,none:early,"﻿各位代表： 
　　现在，我代表市人民政府，向大会报告工作，请予审议，并请市政协委员和其他列席人员提出意见和建议",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0288,濮阳市,2012,functional:early,完成市第二污水处理厂土建工程,0,1,functional,,,,,functional,functional,functional,functional,3
S0289,抚顺市,2007,functional:early,开展农村面源污染治理，搞好畜牧业清洁生产和小城镇生活污水治理试点,0,1,functional,,,,,functional,functional,functional,functional,3
S0290,韶关市,2015,none:late,健全法律服 务体系，全面实施政府法律顾问和一村（社区）一法律顾问制度，深入开展法治城 市、法治县（市、区）、法治乡镇（街道）和民主法治示范村（社区）创建活动,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0291,呼和浩特市,2018,none:late,（七）积极扩大消费和促进有效投资,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0292,池州市,2006,visible:early,深入开展文明城市创建活动，巩固“全国双拥模范城”创建成果，争创“中国优秀旅游城市”，启动国家园林城市、国家卫生城市、国家环境保护模范城市和国家级历史文化名城创建活动,1,0,visible,,,,,visible,visible,visible,visible,3
S0293,辽阳市,2009,visible:early,加大城市绿化力度，民主路、新华路、中华大街按林荫大道标准绿化,3,0,visible,,,,,visible,visible,visible,visible,3
S0294,宜春市,2004,functional:early,以创建生态城市为目标，加大城市环境综合整治力度，严格综合执法，严格环保审批制度，继续清理整顿不法排污企业，从源头上控制新上污染企业和项目,0,1,functional,,,,,irrelevant,irrelevant,functional,irrelevant,2
S0295,广元市,2009,none:early,大力实施“重点企业培育”工程，按照优势骨干型、重点培育型、成长型、新建重点型四个层次，一企一策，集中要素，重点推进，加大对启明星铝业、081集团、欣锐电源和中钢川炭等70户重点企业的培育力度,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0296,河池市,2010,visible:early,三是启动城乡风貌改造前期工作,1,0,visible,,,,,visible,visible,visible,visible,3
S0297,通化市,2005,visible:early,市区重点抓好江南新区部分道路工程,1,0,visible,,,,,visible,visible,visible,visible,3
S0298,盐城市,2014,visible:late,"继续抓好36个市级城乡统筹试点镇村建设,打造331省道、双新大道沿线城乡发展一体化示范带,开展县级城乡统筹试点工作,扩大镇村试点范围,高标准建设新镇区、新园区、新社区",1,0,visible,,,,,visible,visible,mixed,visible,2
S0299,扬州市,2023,visible:late,大运河、长江国家文化公园建设亮点纷呈,1,0,visible,,,,,visible,visible,visible,visible,3
S0300,南阳市,2008,functional:early,"搞好滨河路污水管网改造,启动梅溪河、温凉河等内河综合整治和污水处理厂二期工程",0,3,functional,,,,,functional,functional,functional,functional,3
S0301,青岛市,2021,none:late,深入实施工业互联网三年攻坚行动，探索建立世界工业互联网之都指标体系，办好世界工业互联网产业大会，更好引领山东半岛工业互联网发展示范区建设,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0302,重庆市,2022,functional:late,建设现代水网，实施“一核两网·百库千川”水利行动，推进渝西水资源配置、跳蹬水库等重大水利工程，力争开工建设藻渡等大中型水库，推动城市供水管网向镇村覆盖，创建国家节水型城市,0,2,functional,,,,,functional,functional,functional,functional,3
S0303,丽江市,2013,functional:late,金丽温天然气输气管道及城市天然气利用工程开工建设，220千伏景宁鹤溪等一批输变电工程基本完工，遂昌蟠龙水电站和17座增效扩容农村水电站投入运行,0,1,functional,,,,,functional,functional,functional,functional,3
S0304,海口市,2010,visible:early,第二办公区主体建筑已经封顶，长流新区路网及配套设施加快建设，新埠岛起步区、世纪海港城、鸿洲新城等片区开发顺利推进，新区日渐成形，城市价值明显提升,1,0,visible,,,,,visible,visible,mixed,visible,2
S0305,青岛市,2021,functional:late,做好森林防火、防汛抗旱工作,0,1,functional,,,,,irrelevant,functional,irrelevant,irrelevant,2
S0306,沧州市,2019,visible:late,充分发挥工会、共青团、妇联等人民团体桥梁纽带作用,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0307,南充市,2017,visible:late,加大嘉陵江岸线原貌保护力度，加快推进沿江自然保护区、湿地公园、滨江区域等重要节点建设，着力打造嘉陵江绿色生态走廊,1,0,visible,,,,,visible,visible,visible,visible,3
S0308,惠州市,2024,visible:late,“见缝插绿”建成金麒园等12个中心城区口袋公园，建设市民公园二期等城市绿地，市民有了更多休闲好去处,3,0,visible,,,,,visible,visible,visible,visible,3
S0309,吕梁市,2015,mixed:late,积极推进东属巴小学、大武小学、大武中心医院等民生项目，加快建设水厂、供热、供气、道路等项目，年内供热、供气、供水等管线全部贯通，安置群众顺利回迁，吕梁大道上半年通车,2,1,mixed,,,,,mixed,mixed,functional,mixed,2
S0310,泸州市,2020,visible:late,25.街长制：即将各片区按路段划分为若干网格，由街道副科级以上干部担任道路管理街长，负责道路沿线日常管理工作，构建“街道吹哨、部门报到”协同机制,2,0,visible,,,,,irrelevant,visible,irrelevant,irrelevant,2
S0311,潍坊市,2005,none:early,五是努力促进社会公平,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0312,周口市,2007,visible:early,一手抓小街小巷改造，实施硬化、亮化、净化、绿化“四化”工程，改善市民居住环境,2,0,visible,,,,,visible,visible,visible,visible,3
S0313,贵港市,2019,mixed:late,开工建设同济大道、城市规划馆、南山公园改造工程、市民中心和郁江城区防洪项目，加快推进金港大道东段高架桥、西环北环路综合改造、江南大桥、城东大桥、高铁广场二期、郁江两岸综合治理工程、南湖整治工程、城区第二水源等项目,4,1,mixed,,,,,mixed,mixed,mixed,mixed,3
S0314,娄底市,2022,none:late,落实基层依法自治事项、依法协助政府工作事项和减负工作事项清单，切实为基层减负、松绑、赋能，提高基层治理能力,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0315,吉安市,2006,none:early,坚持以人为本，执政为民,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0316,扬州市,2004,none:early,"在中共扬州市委的领导下，我们坚持以邓小平理论和“三个代表”重要思想为指导，紧紧抓住
发展这个执政兴国的第一要务，团结带领全市人民，在取得抗击非典“零病例、无疫情”和抗洪抢险“未破大圩、未死一人、未出疫情”等重大成果的同时，全市经济建
设、社会事业实现了新的跨越",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0317,武汉市,2008,none:early,新增200家“农家店”，实现乡镇“农家店”全覆盖,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0318,吉林市,2012,none:early,我们在省委省政府和市委的正确领导下，在市人大、市政协的大力支持下，按照科学发展、富民强市的总要求，坚持“三化”统筹，实施“三动”战略，全面开展“五项攻坚”、奋战三季度和决战四季度等系列活动，圆满完成了市十四届人大四次会议确定的各项任务，是我市重点工作成效突出、发展成绩尤为显著的一年,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0319,攀枝花市,2005,visible:early,农村路网状况不断改善，开工建设农村公路298.6公里，完成投资8923万元，新增8个村实现通公路,1,0,visible,,,,,visible,visible,functional,visible,2
S0320,宜昌市,2011,functional:early,城区垃圾无害化处理率达到91%，污水处理率86%,0,1,functional,,,,,functional,functional,functional,functional,3
S0321,株洲市,2011,none:early,10.保障食品药品安全,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0322,商洛市,2014,functional:late,抓住国家加强中西部城市基础设施建设的机遇，加快城镇交通综合配套设施、地下综合管廊及污水垃圾处理设施建设,0,2,functional,,,,,mixed,mixed,functional,mixed,2
S0323,扬州市,2019,functional:late,推进城市地下管线地理信息共享专线建设,0,1,functional,,,,,functional,functional,functional,functional,3
S0324,武汉市,2023,none:late,持续激发企业发展活力，国企改革三年行动全面完成，湖北国控、湖北楚象供应链平台企业等顺利落户，市文化旅游集团、产业投资控股集团、城市发展集团正式组建，武汉金控、武汉城建入选中国企业500强,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0325,桂林市,2005,visible:early,加强旅游业与房地产业的整合，大力发展产权酒店、公寓酒店、休闲度假社区和景观房产,1,0,visible,,,,,irrelevant,irrelevant,visible,irrelevant,2
S0326,烟台市,2012,visible:early,加快社会主义新农村建设步伐，深入实施生态文明乡村建设工程，抓好农村饮水安全、垃圾一体化处理、道路建设和电网改造，新建改建农村公路1570公里，完成800个村庄环境综合整治,1,0,visible,,,,,mixed,mixed,visible,mixed,2
S0327,揭阳市,2018,visible:late,按照旅游公路标准，切实加强郊区道路和农村公路建设改造，同步规划建设道路两旁绿化带、道路标识系统等,4,0,visible,,,,,visible,visible,visible,visible,3
S0328,鄂尔多斯市,2007,none:early,"按照""经济
基地化、基地产业化、产业集群化""的變求，着力优化 工业布局，集中打造八大工业园区，主导产业更加符 合国家产业政策和环保要求",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0329,潮州市,2022,functional:late,"粤东城际铁路潮州段项目加快推进，“三江连通”工程实现通水，
引韩济饶供水工程全线贯通",0,1,functional,,,,,mixed,mixed,functional,mixed,2
S0330,汕头市,2016,visible:late,铁路（轨道交通）方面,1,0,visible,,,,,visible,visible,functional,visible,2
S0331,长治市,2005,visible:early,围绕创建国家卫生城市、国家园林城市和国家环保模范城市的目标，按照“低密度、高绿化、多功能”的规划思路，突出抓好“城、路、水”等基础设施建设，尽快把长治建成北方地区最适宜人类居住的现代化城市,2,0,visible,,,,,mixed,mixed,mixed,mixed,3
S0332,盘锦市,2003,functional:early,积 极推进供暖、供气、供水、公汽等公益性单位的改革,0,1,functional,,,,,functional,functional,functional,functional,3
S0333,南通市,2007,functional:early,继续强化市区污水收集、处理和供水、停车等公用设施建设,0,2,functional,,,,,functional,mixed,functional,functional,2
S0334,湛江市,2012,functional:early,建成坡头、东海岛污水处理厂，完成坡头、麻章污水处理厂截污管网工程，动工建设赤坎污水处理厂三期工程和开发区平乐污水处理厂,0,5,functional,,,,,functional,functional,functional,functional,3
S0335,舟山市,2024,functional:late,嵊泗大陆引水工程具备供水条件,0,1,functional,,,,,functional,functional,functional,functional,3
S0336,温州市,2015,functional:late,围绕建设现代水利网，加快瓯江、飞云江、鳌江流域综合治理和独流入海项目建设，抓好市区百年一遇防洪堤、温瑞平原排涝、永嘉南岸水库等水利项目,0,2,functional,,,,,functional,functional,functional,functional,3
S0337,昆明市,2007,functional:early,临时供水、供电等配套设施工程即将竣工，完成机场专用高速路（南段）项目前期工作,0,1,functional,,,,,mixed,mixed,mixed,mixed,3
S0338,武汉市,2009,visible:early,加快轨道交通发展步伐，加快建设轨道交通1号线二期、2号线一期、4号线一期工程，抓紧轨道交通建设规划调整和3号线前期工作，力争武汉体育中心至武汉火车站轨道交通建设尽早开工,4,0,visible,,,,,visible,visible,functional,visible,2
S0339,中卫市,2019,visible:late,加快推进一批项目，重点抓好保障性安居工程、恒大都市广场等在建项目进度，确保早建成、早投运,1,0,visible,,,,,visible,irrelevant,irrelevant,irrelevant,2
S0340,连云港市,2004,none:early,"四、全方位加快开放型经济发展步伐
　　抓住国内外生产要素重组和产业转移重大机遇，发挥东陇海产业带和临港产业区规划预期效应，利用国家级开发区和各类专业园区特色品牌，依靠优秀旅游城市和不断优化的投资环境，发起新一轮招商引资的强劲攻势，形成各种生产要素快速集聚态势",0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0341,成都市,2017,mixed:late,健全落实安全生产责任体系，加强风险管控和隐患排查治理，强化道路交通、建筑施工、危化品、特种设备等重点行业领域安全监管，切实做好地质灾害防治和防汛工作，强化人员密集和易燃易爆场所消防安全,1,1,mixed,,,,,mixed,functional,irrelevant,tie,1
S0342,齐齐哈尔市,2012,functional:early,投资20.5亿元开工建设“三供两治”项目35项，供气、供热、供水能力有了新提高,0,1,functional,,,,,functional,functional,functional,functional,3
S0343,荆门市,2003,mixed:early,加强城市市政基础设施、公用服务设施和信息网络设施建设，加快路网、电网、燃气管网、供水管网、广播电视通讯网、信息网“六网”建设，提升城市综合服务功能,1,3,mixed,,,,,mixed,mixed,mixed,mixed,3
S0344,乌海市,2021,mixed:late,启动低碳产业园铁路专用线等项目建设，补齐园区道路、天然气、供水、蒸汽、电力等基础设施短板，完善配套生活服务区，切实提升园区承载力,1,1,mixed,,,,,mixed,mixed,functional,mixed,2
S0345,朔州市,2004,none:early,加强街道社区劳动保障平台建设，完善就业服务体系，做好就业指导和培训工作，促进下岗失业人员多形式就业,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0346,湖州市,2023,functional:late,坚持改善人居环境与优化公共服务、乡村建设与乡村经营并重，深化农村生活垃圾、污水、厕所“三大革命”，加强农村管线治理，分类开展农村人居环境优化提升，推进传统村落和古民居保护利用,0,1,functional,,,,,functional,mixed,mixed,mixed,2
S0347,哈尔滨市,2003,visible:early,完成“一江一岛”升级改造和冰雪景观建设，城市特色更加突出,1,0,visible,,,,,visible,visible,visible,visible,3
S0348,安阳市,2021,none:late,加强反垄断反不正当竞争执法，强化市场综合监管能力,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0349,龙岩市,2006,functional:early,继续抓好农村“六千”水利工程建设，完成水库除险加固19座、村级供水235处，开工建设小型水库蓄水工程4座、山地水利水池500个、标准化渠道200公里，新增节水灌溉5万亩，治理水土流失18万亩，整治河道13公里,0,1,functional,,,,,functional,functional,functional,functional,3
S0350,通辽市,2020,visible:late,编制高铁经济发展规划，布局高铁站场综合交通网络，建设高铁枢纽经济圈，全域构建生态农牧业观光带、文化旅游景观带和特色城镇带，加快发展“高铁经济”，以高水平开放推动高质量发展,2,0,visible,,,,,visible,visible,mixed,visible,2
S0351,武威市,2008,visible:early,"城区以机关 院落和公共区域为重点，全方位、高标准搞好绿化美化，切实
-15-
改善城市生态功能",2,0,visible,,,,,visible,visible,visible,visible,3
S0352,济南市,2017,functional:late,完成水、气、热等管网建设改造380公里，新增集中供热面积800万平方米,0,1,functional,,,,,functional,functional,functional,functional,3
S0353,亳州市,2010,visible:early,强力推进25平方公里的市南部新区建设，修建主干路网21公里，配套设施正在完善,1,0,visible,,,,,visible,visible,mixed,visible,2
S0354,临沧市,2012,none:early,严格执行党风廉政建设责任制，坚决查处违法违纪案件,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0355,鹤壁市,2012,none:early,我们努力创造新优势、奋力实现新突破，经济平稳较快发展，生产总值510.9亿元，比上年增长12.9%,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0356,揭阳市,2018,none:late,完善“户收集、村集中、镇转运、县处理”的垃圾收运处理模式，实现生活垃圾全部消纳处理,0,0,irrelevant,,,,,functional,functional,functional,functional,3
S0357,潮州市,2004,none:early,参照扶持农业龙头企业的措施，再扶持4家农产品流通企业,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0358,郑州市,2003,none:early,4.启动住房货币化分配制度，向社会提供30万平方米经济适用房，廉租住房覆盖率达到符合条件“双困”家庭的90%以上,0,0,irrelevant,,,,,functional,irrelevant,functional,functional,2
S0359,福州市,2020,visible:late,屏山公园、于山公园完成改造,2,0,visible,,,,,visible,visible,visible,visible,3
S0360,济宁市,2012,visible:early,启动万达广场等城市综合体项目，实施东南片区城中村及棚户区改造,1,0,visible,,,,,mixed,visible,mixed,mixed,2
S0361,十堰市,2004,none:early,四是支持双鸥集团、太平集团、三环专汽、华阳集团和湖北电器厂等省属企业的改制重组,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0362,吴忠市,2012,visible:early,广泛开展“滨河大舞台”广场文化活动，农家书屋实现行政村全覆盖,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0363,西宁市,2012,none:early,不断加强工商、统计、气象、质监等工作，人口与计划生育、妇女儿童、残疾人等事业取得新的进步,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0364,南昌市,2012,none:early,审计、工商、质监、物资、参事、档案、史志、地名、保密、科普、气象、老龄、慈善、妇女儿童、残疾人、社区建设、防灾减灾、军地协作、爱国卫生、红十字会、机关事务、消费者权益保护等工作取得喜人成绩,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0365,黄石市,2023,none:late,为全市孕产妇免费进行无创产前DNA检查,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0366,湛江市,2009,visible:early,市区建成体育南路、体育北路东段、百蓬路等一批骨干道路和南国热带花园，新增城市绿地100.2万平方米，绿地率40.65%，绿化覆盖率45.71%，人均公园绿地面积12.51平方米,7,0,visible,,,,,visible,visible,visible,visible,3
S0367,南通市,2013,visible:late,推进农村干线路网建设和农用桥梁改造,2,0,visible,,,,,visible,visible,mixed,visible,2
S0368,杭州市,2019,functional:late,全面提升城市防洪排涝水平，进一步完善城市防洪规划，加快城西南排通道工程和西险大塘达标加固工程前期工作，确保东苕溪流域的滞洪能力和防洪安全，推进钱塘江治理工程、八堡排水泵站、萧山蜀山片外排大治河泵站、大江东片区外排工程等重大工程建设,0,5,functional,,,,,functional,functional,functional,functional,3
S0369,葫芦岛市,2016,functional:late,青山水库供水工程全部完工，具备向城区供水条件,0,2,functional,,,,,functional,functional,functional,functional,3
S0370,揭阳市,2014,functional:late,筹资6.3亿元建设一批环保设施，确保市和揭东污水处理厂二期以及炮台、里湖等9个污水处理厂建成投运，开工建设市区和普宁垃圾焚烧发电厂，完善各地垃圾填埋设施,0,2,functional,,,,,functional,functional,functional,functional,3
S0371,株洲市,2011,visible:early,同时，着力优化对外贸易结构，鼓励有条件的企业“走出去”，广泛开展对外交流合作，大力发展服务外包和加工贸易，致力打造以湖南华强和时代电气轨道交通为核心的服务外包示范园,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0372,泰州市,2012,visible:early,突出文化发展转型和社会管理创新，着力营造特色鲜明的文化环境，积极塑造奋发向上的精神风貌，继续保持安定团结的良好局面,1,0,visible,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0373,海口市,2012,visible:early,完成滨海大道示范段和滨海西路南侧园林景观改造,3,0,visible,,,,,visible,visible,visible,visible,3
S0374,邵阳市,2019,visible:late,市体育中心投入运营，邵水西路、邵水东路、新城大道、湖口井路、紫霞路、邵檀路等周边路网基本完工，成为城区新景观,3,0,visible,,,,,visible,visible,visible,visible,3
S0375,晋中市,2020,none:late,城市承载美好生活，检验发展质量,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0376,镇江市,2013,none:late,坚持和完善每月调度、双月观摩、季度督查、年度考核等机制，全力推进200个、总投资3545亿元的市级重点产业项目,0,0,irrelevant,,,,,irrelevant,irrelevant,irrelevant,irrelevant,3
S0377,丽水市,2012,functional:early,“三治”指治理污水、治理坟墓、治理河道,0,1,functional,,,,,functional,functional,functional,functional,3
S0378,广州市,2013,visible:late,“团一大”纪念广场、广州新图书馆、农民工博物馆建成开放，南越王宫博物馆等一批重点公共文化设施建设稳步推进,1,0,visible,,,,,visible,visible,visible,visible,3
S0379,滨州市,2016,functional:late,深入推进“气化滨州”建设，研究推进天然气进农村工程，逐步健全天然气输配管网,0,1,functional,,,,,functional,functional,functional,functional,3
S0380,沧州市,2015,functional:late,完成16个老旧小区二次管网改造，东部城区新增集中供热面积270万平方米，运东垃圾发电厂正式运行,0,1,functional,,,,,functional,functional,functional,functional,3
S0381,江门市,2021,visible:late,支持体育事业产业发展，新建社区体育公园12个，推动社会足球场地规划建设，支持台山打造全国排球高水平后备人才培训基地，积极举办大型体育赛事和高端商业演出、展会活动,1,0,visible,,,,,visible,visible,irrelevant,visible,2
